company_name,linkedin_url,description
Air Moana,https://linkedin.com/company/airmoana,"Air Moana est une compagnie aérienne inter-îles opérant en Polynésie française depuis février 2023. Au départ et vers Tahiti, Air Moana dessert les îles de : ..."
Air Montenegro,https://linkedin.com/company/air-montenegro,"Air Montenegro is a newly established Montenegrin national carrier. In just three and a half months after founding the company, our first commercial flight ..."
Air New Zealand,https://linkedin.com/company/air-new-zealand,"Air New Zealand is one of the world's leading airlines, known around the world, not just for our name and our innovation but also for our reputation."
Air Niugini,https://linkedin.com/company/air-niugini,"Air Niugini, the National Airline of Papua New Guinea, operates a vast domestic network and an international network to Asia, Australia and the Pacific ..."
Air North,https://linkedin.com/company/air-north,"Founded in 1977, Air North, Yukon's Airline, is a proud emblem of the Yukon community, with 49% ownership by the Vuntut Gwitchin First Nation."
Air Nunavut,https://linkedin.com/company/smooth-air-charter,"SmoothAir Charter is the southern Ontario division of Air Nunavut Ltd., a reputable northern Canadian charter company founded in 1989."
Air Premia,https://linkedin.com/company/air-premia/,Air Premia was born to create a world where more people can travel farther and more comfortably. What we consider as premium is not necessarily something ...
Air Senegal,https://linkedin.com/company/air-221,"La compagnie aérienne nationale, a pour ambition d'être le leader du transport aérien ouest-africain en s'appuyant sur le HUB régional AIBD (Aéroport ..."
Air Seoul,https://linkedin.com/company/air-seoul-korea,"Air Seoul is an airline, originally, a subsidiary of Asiana Airlines. Air Seoul's business model is a low cost carrier; however, Air Seoul has plans to roll out ..."
Air Seychelles,https://linkedin.com/company/air-seychelles,"The Seychelles' national carrier has been flying for over 46 years. Wholly owned by the Government of Seychelles, the carrier operates regionally from its home ..."
Air Tahiti,https://linkedin.com/company/air-tahiti,"Air Tahiti is the main inter-island air carrier in French Polynesia. Our network covers 47 islands within the country, scattered over an area as vast as Europe."
Air Tahiti Nui,https://linkedin.com/company/air-tahiti-nui,Maeva - Bienvenue Air Tahiti Nui relie le reste du monde à l'île de Tahiti et propose des vols quotidiens sur la ligne Paris/Los Angeles/Tahiti.
Air Tanzania,https://linkedin.com/company/air-tanzania-company-limited,"Air Tanzania is the flag carrier of Tanzania. Air Tanzania Corporation was established on March 10, 1977 and started operations on June 1, 1977."
Air Thanlwin,https://linkedin.com/company/shwethanlwinmedia,"Website: http://www.skynetplus.com. External link for Shwe Than Lwin Media Co.,Ltd. Industry: Broadcast Media Production and Distribution."
Air Tindi,https://linkedin.com/company/flyairtindi,"35 years of service and a Northern Based Airline (Yellowknife, NWT), Air Tindi provides a diverse fleet of turboprop aircraft services, experienced staff, and ..."
Air Transat,https://linkedin.com/company/airtransat,Air Transat is Canada's number one leisure airline in North America and part of Transat A.T. Inc. a leading integrated international tourism company ...
Air Urga,https://linkedin.com/company/wake-qa-limited,WAKE (QA) LIMITED is a UK-based company. It's our mission to become the global leader in recognising operational safety throughout the entire aviation ...
Air Vanuatu,https://linkedin.com/company/air-vanuatu,Closed. · Report this company · Close menu. View all 379 employees. About us. In receivership CLOSED. Website: https://www.dailypost.vu/news/no ...
Air Zimbabwe,https://linkedin.com/company/air-zimbabwe-private-limited,"Air Zimbabwe (Pvt) Ltd (operating as Air Zimbabwe) is the national carrier of Zimbabwe, headquartered on the property of Robert Gabriel Mugabe International ..."
AirAsia,https://linkedin.com/company/airasia,"We're now a world-class brand, a leading Asean airline, a digital travel and lifestyle platform; and we're not stopping."
airblue,https://linkedin.com/company/airblue,Airblue is Pakistan's largest private airline. Leading the way with innovative new technology. Airblue became the first airline in South Asia.
Airbus Transport International,https://linkedin.com/company/airbusgroup/,Airbus pioneers sustainable aerospace for a safe and united world. The Company constantly innovates to provide efficient and technologically-advanced ...
Aircalin,https://linkedin.com/company/aircalin,"Founded in 1983, AIRCALIN is the international airline of New Caledonia. Its mission is to facilitate travel for New Caledonians, promote tourism in New ..."
Airest,https://linkedin.com/company/airest-airline,"Airest is a direct aviation service provider to the leading logistics companies since 2002. Headquartered in Tallinn, Estonia."
AirExplore,https://linkedin.com/company/airexplore,"AirExplore is Slovakia's largest airline, providing the most flexible, full-service ACMI and air charter solutions worldwide for passengers and cargo ..."
Airhub Airlines,https://linkedin.com/company/airhub-aviation,"Airhub Aviation, strategically located in Dubai, Malta, and the Baltic States, manages a portfolio of aviation assets valued at over $200 million."
companies_name,https://linkedin.com/company/techasoft-pvt-ltd,Techasoft Pvt. Ltd is one of the fast growing IT companies that provide a holistic IT solution to businesses across geographies.
Airlec Air Espace,https://linkedin.com/company/airlec-ambulance,"AIRLEC is a French business aviation company - amongst the European oldest -, specialized in Air Ambulance services. AIRLEC own and operate 3 Merlin IIIB ..."
AirNet,https://linkedin.com/company/airnetiillc,"A renowned aviation leader in scheduled and on-demand cargo charter services, avionic installations and aircraft maintenance."
Airnorth,https://linkedin.com/company/airnorthau,Airnorth is Australia's second-longest running airline and has been mastering Australia's northern skies for 45 years. From as far north as Timor-Leste to ...
Airshare,https://linkedin.com/company/fly-airshare,"Airshare is one of the fastest-growing private aviation companies in the country. Our services include Aircraft Management, Fractional Ownership, EMBARK Jet ..."
AirSial,https://linkedin.com/company/airsialofficial,AirSial is a rising star in the Pakistani Aviation Industry. An initiative by the Sialkot Chamber of Commerce - the founding body behind the success of Sialkot ...
AirSmart,https://linkedin.com/company/airsmart-share,"AirSmart, based in Las Vegas, Nevada, provides on-demand private air travel in the Western USA. AirSmart encompasses three exclusive air travel offerings."
AirSprint,https://linkedin.com/company/airsprint-inc-,"23 years of private aviation experience. With offices in Toronto, Montréal and Calgary, we maintain the largest fractional fleet of private aircraft in Canada."
Airstream,https://linkedin.com/company/airstream,Airstream | 17652 followers on LinkedIn. Airstream travel trailers and touring coaches inspire adventure and encourage people to #LiveRiveted wherever they ...
AirTanker,https://linkedin.com/company/airtanker-services,"AirTanker is a flexible and responsive world leading aviation service provider. Our capability spans across end-to-end maintenance, military and civil flying ..."
AirX,https://linkedin.com/company/air-x-charter,"Founded in 2011, AirX is one of the largest private jet operators in Europe. Our diversified fleet allows us to offer a wide range of bespoke services."
AIS Airlines,https://linkedin.com/company/ais-airlines-&-flight-academy,"AIS Airlines is a Dutch regional airline based in Lelystad Airport, the Netherlands. The airline started in 2009 and currently operates several routes across ..."
Akasa Air,https://linkedin.com/company/akasaair,"We are India's newest airline, and we launched our first commercial flight on 07 August 2022 to support the growing demand across India."
Alaska Airlines,https://linkedin.com/company/alaska-airlines,"We're creating an airline people love. It begins with each Alaska Airlines employee, bringing unique strengths and energy to our work in the air and on the ..."
AlbaStar,https://linkedin.com/company/alba-star-airlines/,"Albastar has successfully established itself as the top European carrier for connections to Lourdes, with flights departing from over 45 European airports."
Albinati Aviation,https://linkedin.com/company/albinati-aviation,"Albinati Aviation Ltd is a sister company of Albinati Aeronautics SA. Based in Malta, it was established in 2013 and holds a Maltese Air Operator Certificate."
Aliserio,https://linkedin.com/company/aliserio-s-r-l,"27 employees. About us. www.aliserio.it. Locations. Primary. Viale dell'aviazione, 65. Milan, Lombardy 20138, IT. Get directions."
All Nippon Airways,https://linkedin.com/company/all-nippon-airways,5-Star service meets world-class taste and a modern adventure unfolds before you even arrive. Experience an air of extraordinary. Only on Japan's largest 5- ...
Allegiant Air,https://linkedin.com/company/allegiant-air,The airline offers industry-low fares on an all-jet fleet while also offering other travel-related products such as hotel rooms and rental cars.
Alliance Airlines,https://linkedin.com/company/alliance-airlines,Alliance Airlines is Australia's largest air charter and aviation services business. We also operate a network of regional scheduled airline services within ...
Aloha Air Cargo,https://linkedin.com/company/aloha-air-cargo,"Aloha Air Cargo strives to provide fast, convenient, economical, and reliable cargo service throughout the State of Hawaii. From the convenience of our Same ..."
Alpine Air Express,https://linkedin.com/company/alpine-air,Alpine Air Express is one of America's largest all cargo regional on demand contract airlines. We are focused on high growth secondary markets in the Western ...
Alpine Flightservice,https://linkedin.com/company/transwing-ltd,"Transwing ltd. bringt Sie pünktlich an Ihr Ziel – zuverlässig, komfortabel und sicher. Wir bieten einen Service mit Liebe zum Detail."
Alrosa,https://linkedin.com/company/alrosa-company-limited,"ALROSA Company Limited is one of the world's leading companies in the field of diamond exploration, mining and sales of rough diamonds, and diamond manufacture."
AMC Airlines,https://linkedin.com/company/amc-airlines,"AMC Airlines is a company based out of Egypt. http://www.amcairlines.com/ Locations Primary El Nozha Street El Ishara, Sharkia, EG"
AMC Aviation,https://linkedin.com/company/amc-aviation.,"With 20 years of experience, AMC Aviation is an independent aeronautical expert company. We offer a wide range of services to airlines,MRO and leasing companies ..."
Amelia,https://linkedin.com/company/ameliaai,"The complete AI agent platform for enterprise builders of all types. Leading enterprises across healthcare, financial services, hospitality, retail, and others"
American Airlines,https://linkedin.com/company/american-airlines,American Airlines | 1132686 followers on LinkedIn. Our purpose is to care for people on life's journey. | Embark on an adventure with a ...
American Jet International,https://linkedin.com/company/american-jet-international,"Air Charter, Aircraft Management, Air Ambulance, Air Cargo. Executive, Business, Corporate and Personal Air Transportation. Website: http://www.iflyaji ..."
Ameriflight,https://linkedin.com/company/ameriflight,"As the largest Part 135 cargo airline in the nation, we're always Delivering More Than Cargo. Our 150+ pilots and 140+ mechanics understand that cargo is more ..."
Amerijet International,https://linkedin.com/company/amerijetinternational,"With more than 50 years of experience in the air cargo industry, Amerijet is a leading cargo airline, operating a dedicated fleet of Boeing 767-300 ..."
Angara Airlines,https://linkedin.com/company/angara,"Specialized in the design, manufacturing and distribution of wooden furniture, ANGARA combines modern techniques and artisanal know-hows to offer not only ..."
Anguilla Air Services,https://linkedin.com/company/anguilla-services,"Anguilla Services. Leisure, Travel & Tourism. Boynton Beach, Florida 6 followers. Follow · Report this company; Close menu. View all 4 employees ..."
Arcus Air,https://linkedin.com/company/arcus-air,"Based in Zweibrücken, Arcus-Air specializes in comprehensive aircraft management solutions. We offer tailored services to private and corporate aircraft owners."
Arik Air,https://linkedin.com/company/arik-air-ltd,"Launched in 2006, Arik Air is West Africa largest airline. Positioned at the commercial hub airport of one of the world's leading emerging economies."
Armenia Airways,https://linkedin.com/company/armenia-airways,"Industry: Airlines and Aviation ; Company size: 51-200 employees ; Headquarters: Yerevan, Armenia ; Type: Self-Employed ..."
Aruba Airlines,https://linkedin.com/company/aruba-airlines,"Aruba Airlines is the Flagship Airline of Aruba, connecting the Caribbean with interisland flights between Aruba, Curacao and Bonaire."
Ascend Airways,https://linkedin.com/company/ascend-airways,"Ascend Airways is a UK-based ACMI and charter airline offering the quietest, most fuel-efficient aircraft to enable customers to fulfil their capacity ..."
companies_name,https://linkedin.com/company/techasoft-pvt-ltd,Techasoft Pvt. Ltd is one of the fast growing IT companies that provide a holistic IT solution to businesses across geographies.
Astonjet,https://linkedin.com/company/astonjet-ownership-private-jet-company,"ASTONJET : Compagnie Aérienne d'Avions Privés. L'aviation d'affaires selon ASTONJET, est très certainement aujourd'hui la façon la plus efficace et la plus é ..."
Astral Aviation,https://linkedin.com/company/astral-aviation-ltd,"Astral Aviation provides reliable and cost-effective airfreight solutions using a combination of schedule and charter flights within its Intra-African, Middle ..."
Atlantic Airways,https://linkedin.com/company/atlanticairways,"Atlantic Airways is an international airline based in the Faroe Islands. Known for its focus on safety, punctuality, customer service and its professional ..."
Atlas Air,https://linkedin.com/company/atlas-air,"Atlas Air Worldwide is a leading global provider of outsourced aircraft and aviation operating services. It is the parent company of Atlas Air, ..."
Atlas Air Service,https://linkedin.com/company/atlas-air-service-ag,"One of Europe's largest FULL SERVICE provider for BUSINESS JETS: Sales, Maintenance, Charter, Aircraft Management, NDT."
Aurigny Air Services,https://linkedin.com/company/aurignyairservices,"Aurigny is owned by the States of Guernsey, and our network includes services to destinations across the UK and in Europe. We operate regular flights to London ..."
Austrian Airlines,https://linkedin.com/company/austrian-airlines,Austrian Airlines is Austria's leading airline with over 60 years of aviation experience and a worldwide route network of more than 120 destinations.
Avalair Aircraft Management,https://linkedin.com/company/tidal-aviation,Offering expert guidance with - Aircraft purchasing - Aircraft management - Pilot services - Cirrus factory flight training - Aircraft Leasing - And more...
Avanti Air,https://linkedin.com/company/avanti-air,Avantiair is an an airline operating one Dash8-Q400 on ACMI and charter bases. Homebase of the aircraft is Mönchengladbach Airport (EDLN/MGL) and ...
Avcon Jet,https://linkedin.com/company/avconjet/,Avcon Jet is one of Europe's major business aviation companies offering a wide array of services. We operate more than 100 aircraft worldwide.
Avelo Airlines,https://linkedin.com/company/avelo-airlines,"Avelo Airlines was founded with a simple purpose — to Inspire Travel. With every day low fares and a culture of caring, people are at the center of everything ..."
Avia Traffic,https://linkedin.com/company/kyrgyzstan-airlines,Avia Traffic Company · SpaceBee Airlines. Airlines and Aviation · Business Aviation Asia Ltd. Business Consulting and Services · QAZAQ AIR. Aviation and Aerospace ...
Aviation Advisor,https://linkedin.com/company/aviation-advisor-inc-,"Aviation Advisor, Inc. is the premier private aviation solutions firm offering Aircraft Management, Executive Air Charter, and Aviation Consulting Services."
Avior Airlines,https://linkedin.com/company/avior-airlines,"En Avior Airlines, somos una aerolínea venezolana que inició operaciones en 1994, y ofrecemos servicios de transporte de pasajeros y carga a nivel nacional ..."
Azman Air,https://linkedin.com/company/azmanair,Azman Air is one of the fastest growing privately owned Nigerian Airline founded in 2010. Azman Air has dominated local and international carriers.
Aztec Airways,https://linkedin.com/company/aztecairways,Aztec Airways is a scheduled commuter airline renowned for its commitment to easy and safe semi-private travel to the Bahamas.
Azul,https://linkedin.com/company/azul-systems,"Azul is the only company 100% focused on Java, delivering the most trusted Java platform to the modern cloud enterprise. We provide the world's ..."
Azur Air,https://linkedin.com/company/azur-aviation/,"Azur Aviation provide Ferry Flight and Aircraft Delivery Services for Lessor's companies , private owner & bank. Our flight division provides 24/7 customer ..."
Babcock,https://linkedin.com/company/babcock-international-group,"Babcock is a FTSE 100 defence company operating in our focus countries of the UK, Australasia, Canada, France and South Africa, with exports to additional ..."
Badr Airlines,https://linkedin.com/company/bdrairlines/,BADR AIRLINES mainly engaged in passenger and cargo transportation and occasionally provides chartered VIP flights. Website: http://www.badrairlines.com.
Bahamasair,https://linkedin.com/company/bahamasair-holdings-limited,"Bahamasair is the National Flag Carrier of The Bahamas, established in 1973 along with the new independent Commonwealth of The Bahamas."
Bairline,https://linkedin.com/company/bairline-fluggesellschaft-mbh-&-co.-kg,"Bairline Fluggesellschaft mbH & Co. KG. Airlines and Aviation. With a concept made in Bavaria, Bairline represents what Business Aviation is meant to be!"
BBN Airlines,https://linkedin.com/company/bbn-airlines-indonesia,"BBN Airlines Indonesia is a part of BBN Cargo Airlines, an Indonesia-based cargo airline that has operated since 1999. The company is a subsidiary of Avia ..."
companies_name,https://linkedin.com/company/techasoft-pvt-ltd,Techasoft Pvt. Ltd is one of the fast growing IT companies that provide a holistic IT solution to businesses across geographies.
Belavia,https://linkedin.com/company/belavia---belarusian-airlines,"Belavia - Belarusian Airlines is the flag carrier of the Republic of Belarus. IATA member, IOSA certified, member of ERAA. Belavia offers about 20 scheduled ..."
Belgium - Air Force,https://linkedin.com/company/belgian-air-force/,Belgian Air Force · Government Administration · About us · Employees at Belgian Air Force · Similar pages · Sign in to see who you already know at Belgian Air ...
Bemidji Aviation,https://linkedin.com/company/aircorps-aviation-llc,"AirCorps Aviation is known for our award-winning restorations of WWII aircraft, but we also offer full service support to the aerospace industry."
beOnd,https://linkedin.com/company/flybeond,beOnd is the World's First Premium Leisure Airline. Our vision is to take people on their journey to the best places on Earth. So travel with us and fly above ...
Bering Air,https://linkedin.com/company/bering-marine-corp,"Bering Marine Corporation provides highly specialized, contracted marine services to reach water-locked villages and other remote Alaska locations."
BermudAir,https://linkedin.com/company/flybermudair,"BermudAir is a boutique airline that offers corporate and leisure travellers short, nonstop flights between Bermuda, the East Coast US, South Florida, Toronto, ..."
Berniq Airways,https://linkedin.com/company/berniq-airways/,شركة طيران ليبية مساهمة تأسست عام 2018 برأس مال 500 مليون دينار ليبي. Website: https://berniq.aero. External link for Berniq Airways.
Berry Aviation,https://linkedin.com/company/berry-aviation-inc,"Berry Aviation, Inc. (BAI), a member of Acorn Growth Companies, is an FAA Part 135 Air Carrier established in 1983."
Bestfly Aruba,https://linkedin.com/company/bestfly,BESTFLY. Fabricação de aeronaves. http://www.bestfly.aero/. Seguir · Denunciar esta empresa; Close menu. Visualizar todos os 235 funcionários. Sobre nós.
Bhutan Airlines,https://linkedin.com/company/bhutan-airlines---thailand,Fly with us to the land of happiness! บริษัท โอ เอ็ม จี เอ็กซ์พีเรียนซ์ (ภูฏานแอร์ไลน์ ประเทศไทย - Bhutan Airlines Thailand) ตัวแทนจำหน่ายบัตรโดยสาร สายการบินภูฏาน และ แหล่ง ...
Biman Bangladesh Airlines,https://linkedin.com/company/biman-bangladesh-airlines,"Biman Bangladesh Airlines Ltd the national flag carrier of Bangladesh has started its journey from scratch virtually with no aircraft, no ancilliaries."
BinAir,https://linkedin.com/company/binair-aero-service-gmbh,"Since 1996 BinAir is the airline which focuses on you spezial requirements, every day, worldwide and tghe flexibility of Europe´s largest Metro Fleet of 15 ..."
Binter Canarias,https://linkedin.com/company/binter-canarias,"BinterCanarias nació como compañía aérea regional, y en ese sentido es la única que opera actualmente en los ocho aeropuertos de Canarias. Desde el año 2005 ..."
Bioflight,https://linkedin.com/company/bioflight-a-s,BioFlight is an Aircraft Operator that has specialised in “Special missions” and Aerial Data Acquisition. Though our idealistic and ambitious approach to ...
Blue Dart Aviation,https://linkedin.com/company/blue-dart-aviation-limited,Blue Dart is a leader in the domestic air express market specializing in time-definite scheduled freight services for overnight next day delivery.
Blue Islands,https://linkedin.com/company/blue-islands,"Blue Islands is a privately and independently owned Channel Islands based regional airline, operating flights between the Channel Islands and to the UK."
Bluebird Airways,https://linkedin.com/company/bluebird-airways,"Blue bird airways is a greek airline company, established on 2008. With a rapid growth and superior customer service. We shoot for the sky when it comes to top ..."
Boeing,https://linkedin.com/company/boeing,"As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in ..."
Boutique Air,https://linkedin.com/company/boutique-air,"A boutique airline and charter service company serving passengers in the United States, Mexico, and Canada. We help people get around in style."
BRA,https://linkedin.com/company/the-sports-bra,"Founded in April 2022, The Sports Bra in Portland, Ore., is the world's first sports bar to only show women's sports."
Bravo Airways,https://linkedin.com/company/bravo-airways,Bravo Airways is an airlines company based in Ukraine. Website: http://www.bravoairways.com.ua/. External link for Bravo Airways. Industry: Aviation ...
Brazil - Air Force,https://linkedin.com/company/brazil-defense-brief-bdb,"Brazil Defense Brief (BDB) is the go-to intelligence and monitoring service for decision-makers navigating the complexities of Brazil's Aerospace, Defense, ..."
